date,worker_id,worker_name,status,checkin_time,checkout_time,work_hours,is_late,overtime_hours,nfc_scan_location
2025-06-28,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-06-30,W001,Rajesh Kumar,present,07:10,20:13,13.1,False,4.1,main_gate
2025-07-01,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-02,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-03,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-07-04,W001,Rajesh Kumar,present,07:00,17:11,10.2,False,1.2,greenhouse_a
2025-07-05,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-07,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-08,W001,Rajesh Kumar,present,07:00,17:07,10.1,False,1.1,greenhouse_a
2025-07-09,W001,Rajesh Kumar,present,07:03,17:00,9.9,False,0.9,greenhouse_a
2025-07-10,W001,Rajesh Kumar,present,07:00,17:12,10.2,False,1.2,greenhouse_a
2025-07-11,W001,Rajesh Kumar,present,07:04,17:00,9.9,False,0.9,greenhouse_a
2025-07-12,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-14,W001,Rajesh Kumar,present,07:04,17:17,10.2,False,1.2,greenhouse_a
2025-07-15,W001,Rajesh Kumar,present,07:05,19:40,12.6,False,3.6,main_gate
2025-07-16,W001,Rajesh Kumar,present,07:00,17:02,10.0,False,1.0,greenhouse_a
2025-07-17,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-07-18,W001,Rajesh Kumar,present,07:05,17:10,10.1,False,1.1,office
2025-07-19,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-21,W001,Rajesh Kumar,present,07:00,17:22,10.4,False,1.4,main_gate
2025-07-22,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-07-23,W001,Rajesh Kumar,present,07:07,17:11,10.1,False,1.1,office
2025-07-24,W001,Rajesh Kumar,present,07:15,17:03,9.8,False,0.8,main_gate
2025-07-25,W001,Rajesh Kumar,present,07:00,17:11,10.2,False,1.2,office
2025-07-26,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-28,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-07-29,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-07-30,W001,Rajesh Kumar,present,07:09,17:07,10.0,False,1.0,greenhouse_a
2025-07-31,W001,Rajesh Kumar,present,07:02,17:03,10.0,False,1.0,main_gate
2025-08-01,W001,Rajesh Kumar,present,07:09,17:02,9.9,False,0.9,greenhouse_a
2025-08-02,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-04,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-05,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-06,W001,Rajesh Kumar,present,07:00,17:05,10.1,False,1.1,main_gate
2025-08-07,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-08,W001,Rajesh Kumar,present,07:13,17:15,10.0,False,1.0,office
2025-08-09,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-11,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-12,W001,Rajesh Kumar,present,07:10,20:20,13.2,False,4.2,greenhouse_a
2025-08-13,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-14,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-15,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-16,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-18,W001,Rajesh Kumar,present,10:21,17:21,7.0,True,0.0,main_gate
2025-08-19,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-08-20,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-21,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-22,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-08-23,W001,Rajesh Kumar,present,07:01,19:55,12.9,False,3.9,main_gate
2025-08-25,W001,Rajesh Kumar,present,07:07,17:28,10.3,False,1.3,main_gate
2025-08-26,W001,Rajesh Kumar,present,07:12,17:12,10.0,False,1.0,greenhouse_a
2025-08-27,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-08-28,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-08-29,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-08-30,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-09-01,W001,Rajesh Kumar,present,07:11,17:12,10.0,False,1.0,greenhouse_a
2025-09-02,W001,Rajesh Kumar,present,07:17,17:09,9.9,False,0.9,main_gate
2025-09-03,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-09-04,W001,Rajesh Kumar,present,07:00,17:08,10.1,False,1.1,main_gate
2025-09-05,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-09-06,W001,Rajesh Kumar,present,07:03,17:00,9.9,False,0.9,main_gate
2025-09-08,W001,Rajesh Kumar,present,07:00,17:11,10.2,False,1.2,main_gate
2025-09-09,W001,Rajesh Kumar,present,07:00,19:32,12.5,False,3.5,greenhouse_a
2025-09-10,W001,Rajesh Kumar,present,07:00,17:01,10.0,False,1.0,office
2025-09-11,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-09-12,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-09-13,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-09-15,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-09-16,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-09-17,W001,Rajesh Kumar,present,07:01,17:13,10.2,False,1.2,main_gate
2025-09-18,W001,Rajesh Kumar,present,07:12,17:01,9.8,False,0.8,main_gate
2025-09-19,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-09-20,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-09-22,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-09-23,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-09-24,W001,Rajesh Kumar,present,07:28,17:07,9.7,False,0.7,main_gate
2025-09-25,W001,Rajesh Kumar,present,11:47,17:00,5.2,True,0.0,office
2025-09-26,W001,Rajesh Kumar,present,07:01,17:10,10.2,False,1.2,main_gate
2025-09-27,W001,Rajesh Kumar,present,07:13,17:00,9.8,False,0.8,greenhouse_a
2025-09-29,W001,Rajesh Kumar,present,07:19,17:00,9.7,False,0.7,main_gate
2025-09-30,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-10-01,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-10-02,W001,Rajesh Kumar,present,07:03,17:00,9.9,False,0.9,main_gate
2025-10-03,W001,Rajesh Kumar,present,07:06,19:34,12.5,False,3.5,greenhouse_a
2025-10-04,W001,Rajesh Kumar,present,07:00,20:58,14.0,False,5.0,main_gate
2025-10-06,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-10-07,W001,Rajesh Kumar,present,07:03,17:02,10.0,False,1.0,greenhouse_a
2025-10-08,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-09,W001,Rajesh Kumar,present,07:07,17:00,9.9,False,0.9,greenhouse_a
2025-10-10,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-10-11,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-10-13,W001,Rajesh Kumar,present,09:14,17:00,7.8,True,0.0,greenhouse_a
2025-10-14,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-15,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-10-16,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-10-17,W001,Rajesh Kumar,present,07:00,18:46,11.8,False,2.8,greenhouse_a
2025-10-18,W001,Rajesh Kumar,present,07:00,17:22,10.4,False,1.4,main_gate
2025-10-20,W001,Rajesh Kumar,present,07:00,17:01,10.0,False,1.0,main_gate
2025-10-21,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-10-22,W001,Rajesh Kumar,present,07:00,17:11,10.2,False,1.2,office
2025-10-23,W001,Rajesh Kumar,present,07:02,17:07,10.1,False,1.1,main_gate
2025-10-24,W001,Rajesh Kumar,present,11:20,17:00,5.7,True,0.0,greenhouse_a
2025-10-25,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-10-27,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-10-28,W001,Rajesh Kumar,present,07:10,17:00,9.8,False,0.8,greenhouse_a
2025-10-29,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-10-30,W001,Rajesh Kumar,present,07:00,17:11,10.2,False,1.2,greenhouse_a
2025-10-31,W001,Rajesh Kumar,present,07:09,17:02,9.9,False,0.9,office
2025-11-01,W001,Rajesh Kumar,present,07:00,17:03,10.1,False,1.1,office
2025-11-03,W001,Rajesh Kumar,present,07:00,17:07,10.1,False,1.1,greenhouse_a
2025-11-04,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-11-05,W001,Rajesh Kumar,present,07:00,17:11,10.2,False,1.2,office
2025-11-06,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-11-07,W001,Rajesh Kumar,present,07:00,17:16,10.3,False,1.3,main_gate
2025-11-08,W001,Rajesh Kumar,present,10:06,17:00,6.9,True,0.0,greenhouse_a
2025-11-10,W001,Rajesh Kumar,present,07:04,17:07,10.1,False,1.1,greenhouse_a
2025-11-11,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-11-12,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-11-13,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-11-14,W001,Rajesh Kumar,present,07:00,20:05,13.1,False,4.1,greenhouse_a
2025-11-15,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-11-17,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-11-18,W001,Rajesh Kumar,present,07:10,17:04,9.9,False,0.9,office
2025-11-19,W001,Rajesh Kumar,present,07:05,17:08,10.1,False,1.1,greenhouse_a
2025-11-20,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-11-21,W001,Rajesh Kumar,present,07:02,17:03,10.0,False,1.0,greenhouse_a
2025-11-22,W001,Rajesh Kumar,present,07:00,20:48,13.8,False,4.8,greenhouse_a
2025-11-24,W001,Rajesh Kumar,present,10:13,17:00,6.8,True,0.0,office
2025-11-25,W001,Rajesh Kumar,present,07:09,17:02,9.9,False,0.9,greenhouse_a
2025-11-26,W001,Rajesh Kumar,present,07:18,17:00,9.7,False,0.7,main_gate
2025-11-27,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-11-28,W001,Rajesh Kumar,present,11:23,17:16,5.9,True,0.0,office
2025-11-29,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-01,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-12-02,W001,Rajesh Kumar,present,07:03,17:00,9.9,False,0.9,greenhouse_a
2025-12-03,W001,Rajesh Kumar,present,07:01,17:12,10.2,False,1.2,main_gate
2025-12-04,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-05,W001,Rajesh Kumar,present,07:17,17:00,9.7,False,0.7,office
2025-12-06,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-08,W001,Rajesh Kumar,present,08:36,19:28,10.9,True,1.9,greenhouse_a
2025-12-09,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-12-10,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-11,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2025-12-12,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-13,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-15,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-12-16,W001,Rajesh Kumar,present,07:00,20:29,13.5,False,4.5,main_gate
2025-12-17,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-18,W001,Rajesh Kumar,present,08:10,20:46,12.6,True,3.6,main_gate
2025-12-19,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-12-20,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-22,W001,Rajesh Kumar,present,08:40,17:00,8.3,True,0.0,greenhouse_a
2025-12-23,W001,Rajesh Kumar,present,10:35,17:00,6.4,True,0.0,greenhouse_a
2025-12-24,W001,Rajesh Kumar,present,07:00,17:07,10.1,False,1.1,office
2025-12-25,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2025-12-26,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2025-12-27,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-29,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2025-12-30,W001,Rajesh Kumar,present,07:00,17:06,10.1,False,1.1,main_gate
2025-12-31,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-01-01,W001,Rajesh Kumar,present,07:02,19:29,12.4,False,3.4,greenhouse_a
2026-01-02,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-01-03,W001,Rajesh Kumar,present,07:09,17:03,9.9,False,0.9,main_gate
2026-01-05,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-01-06,W001,Rajesh Kumar,present,07:03,17:21,10.3,False,1.3,greenhouse_a
2026-01-07,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-01-08,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-01-09,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-01-10,W001,Rajesh Kumar,present,08:17,17:18,9.0,True,0.0,greenhouse_a
2026-01-12,W001,Rajesh Kumar,present,07:22,17:19,9.9,False,0.9,greenhouse_a
2026-01-13,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-01-14,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2026-01-15,W001,Rajesh Kumar,present,07:04,17:03,10.0,False,1.0,greenhouse_a
2026-01-16,W001,Rajesh Kumar,present,07:00,17:11,10.2,False,1.2,greenhouse_a
2026-01-17,W001,Rajesh Kumar,present,08:08,17:00,8.9,True,0.0,main_gate
2026-01-19,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2026-01-20,W001,Rajesh Kumar,present,08:19,17:00,8.7,True,0.0,office
2026-01-21,W001,Rajesh Kumar,present,07:09,18:39,11.5,False,2.5,main_gate
2026-01-22,W001,Rajesh Kumar,present,07:00,17:18,10.3,False,1.3,greenhouse_a
2026-01-23,W001,Rajesh Kumar,present,07:00,17:02,10.0,False,1.0,main_gate
2026-01-24,W001,Rajesh Kumar,present,07:15,17:00,9.8,False,0.8,main_gate
2026-01-26,W001,Rajesh Kumar,present,07:03,17:00,9.9,False,0.9,greenhouse_a
2026-01-27,W001,Rajesh Kumar,present,07:00,17:36,10.6,False,1.6,office
2026-01-28,W001,Rajesh Kumar,present,07:09,17:11,10.0,False,1.0,greenhouse_a
2026-01-29,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-01-30,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-01-31,W001,Rajesh Kumar,present,07:12,17:00,9.8,False,0.8,main_gate
2026-02-02,W001,Rajesh Kumar,present,07:04,17:27,10.4,False,1.4,greenhouse_a
2026-02-03,W001,Rajesh Kumar,present,10:01,17:00,7.0,True,0.0,office
2026-02-04,W001,Rajesh Kumar,present,07:00,17:19,10.3,False,1.3,main_gate
2026-02-05,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-02-06,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2026-02-07,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-02-09,W001,Rajesh Kumar,present,07:19,17:27,10.1,False,1.1,main_gate
2026-02-10,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2026-02-11,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-02-12,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-02-13,W001,Rajesh Kumar,present,07:05,19:31,12.4,False,3.4,greenhouse_a
2026-02-14,W001,Rajesh Kumar,present,07:03,19:19,12.3,False,3.3,greenhouse_a
2026-02-16,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-02-17,W001,Rajesh Kumar,present,07:00,19:34,12.6,False,3.6,main_gate
2026-02-18,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-02-19,W001,Rajesh Kumar,present,07:05,17:00,9.9,False,0.9,office
2026-02-20,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-02-21,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-02-23,W001,Rajesh Kumar,present,07:00,17:01,10.0,False,1.0,greenhouse_a
2026-02-24,W001,Rajesh Kumar,present,07:08,17:05,9.9,False,0.9,office
2026-02-25,W001,Rajesh Kumar,present,07:05,17:04,10.0,False,1.0,greenhouse_a
2026-02-26,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,main_gate
2026-02-27,W001,Rajesh Kumar,present,07:05,17:00,9.9,False,0.9,office
2026-02-28,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-02,W001,Rajesh Kumar,present,09:17,17:00,7.7,True,0.0,greenhouse_a
2026-03-03,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-04,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-05,W001,Rajesh Kumar,present,07:00,17:43,10.7,False,1.7,office
2026-03-06,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-07,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-09,W001,Rajesh Kumar,present,07:00,17:06,10.1,False,1.1,greenhouse_a
2026-03-10,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-11,W001,Rajesh Kumar,present,07:07,17:00,9.9,False,0.9,office
2026-03-12,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-13,W001,Rajesh Kumar,present,07:00,17:28,10.5,False,1.5,office
2026-03-14,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-16,W001,Rajesh Kumar,present,07:12,17:00,9.8,False,0.8,main_gate
2026-03-17,W001,Rajesh Kumar,present,07:00,17:04,10.1,False,1.1,main_gate
2026-03-18,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-19,W001,Rajesh Kumar,present,07:00,17:13,10.2,False,1.2,greenhouse_a
2026-03-20,W001,Rajesh Kumar,present,07:00,17:09,10.2,False,1.2,main_gate
2026-03-21,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-23,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-03-24,W001,Rajesh Kumar,present,07:00,17:07,10.1,False,1.1,office
2026-03-25,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,office
2026-03-26,W001,Rajesh Kumar,present,07:00,17:00,10.0,False,1.0,greenhouse_a
2026-03-27,W001,Rajesh Kumar,present,07:05,17:00,9.9,False,0.9,greenhouse_a
2026-03-28,W001,Rajesh Kumar,present,07:04,17:03,10.0,False,1.0,greenhouse_a
2026-03-30,W001,Rajesh Kumar,present,07:02,17:09,10.1,False,1.1,office
2026-03-31,W001,Rajesh Kumar,present,09:33,17:00,7.5,True,0.0,greenhouse_a
2026-04-01,W001,Rajesh Kumar,present,07:00,17:06,10.1,False,1.1,main_gate
2026-04-02,W001,Rajesh Kumar,present,07:00,19:04,12.1,False,3.1,office
2026-04-03,W001,Rajesh Kumar,present,07:04,17:00,9.9,False,0.9,office
2026-04-04,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-04-06,W001,Rajesh Kumar,absent,,,0.0,False,0.0,
2026-04-07,W001,Rajesh Kumar,present,07:00,17:16,10.3,False,1.3,greenhouse_a
2026-04-08,W001,Rajesh Kumar,present,07:13,17:00,9.8,False,0.8,greenhouse_a
2026-04-09,W001,Rajesh Kumar,present,08:26,17:05,8.7,True,0.0,main_gate
2025-04-10,W002,Priya Sharma,present,07:00,19:32,12.5,False,3.5,greenhouse_a
2025-04-11,W002,Priya Sharma,present,07:00,17:00,10.0,False,1.0,main_gate
2025-04-12,W002,Priya Sharma,absent,,,0.0,False,0.0,
2025-04-14,W002,Priya Sharma,present,07:09,19:26,12.3,False,3.3,greenhouse_a
2025-04-15,W002,Priya Sharma,present,07:08,17:00,9.9,False,0.9,office
2025-04-16,W002,Priya Sharma,present,07:04,20:36,13.5,False,4.5,main_gate
2025-04-17,W002,Priya Sharma,present,07:00,17:32,10.5,False,1.5,office
2025-04-18,W002,Priya Sharma,present,07:00,17:15,10.2,False,1.2,greenhouse_a
2025-04-19,W002,Priya Sharma,present,07:07,20:12,13.1,False,4.1,office
2025-04-21,W002,Priya Sharma,present,07:00,17:00,10.0,False,1.0,main_gate
2025-04-22,W002,Priya Sharma,present,07:11,20:45,13.6,False,4.6,office
2025-04-23,W002,Priya Sharma,present,07:00,17:11,10.2,False,1.2,office
2025-04-24,W002,Priya Sharma,present,07:00,17:00,10.0,False,1.0,main_gate
2025-04-25,W002,Priya Sharma,present,07:09,19:47,12.6,False,3.6,greenhouse_a
